path,passed,filter_answer,deep_response,completion_tokens,latency_ms,error
analysis/check/diagnostics/unused_local.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/diagnostics/unused_local.go,ignoredUnusedLocalName,hardcoded semantic cases,semantics
analysis/check/diagnostics/unused_local.go,unusedLocalDiagnostic,overloaded helper (UI/Logic coupling),diagnostic
analysis/check/diagnostics/unused_local.go,unusedLocalExplanation,proof propagation split,diagnostics/core",94,7877,
analysis/check/exportmanifest/export_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/exportmanifest/export_test.go,""fieldByName, staticMemberByStringKey"",duplicate vocabulary,analysis/type/table
analysis/check/exportmanifest/export_test.go,""fieldByName, staticMemberByStringKey"",maintenance sprawl,analysis/type/table",76,6595,
analysis/check/diagnostics/value_reference.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/diagnostics/value_reference.go,""walkValueExpr, emitAssignmentTargetReads"",parallel routes,analysis/compiler/ast
analysis/check/diagnostics/value_reference.go,resolvesTypeName,hardcoded semantic cases,analysis/lua/typeannotation
analysis/check/diagnostics/value_reference.go,walkValueExpr,maintenance sprawl,analysis/compiler/ast
analysis/check/diagnostics/value_reference.go,typeSyntaxCallee,overloaded helpers,analysis/check/diagnostics",129,8621,
analysis/check/diagnostics/unused_local_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/diagnostics/unused_local_test.go,""ProduceWithConfig, runDiagnosticsResult, requireDiagnosticShape"",overloaded helpers,analysis/check/diagnostics
analysis/check/diagnostics/unused_local_test.go,""labelUnusedLocal, CodeUnusedLocal, CodeUnusedLocal"",duplicate vocabulary,analysis/check/diagnostics
analysis/check/diagnostics/unused_local_test.go,""diagnosticShapeWant, diagnosticLabelWant, diagnosticEvidenceWant"",maintenance sprawl,analysis/check/diagnostics/test_utils",133,8739,
analysis/check/exportmanifest/callback_protocol.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/exportmanifest/callback_protocol.go,""callbackProtocolWalkStmt, callbackProtocolWalkExpr"",maintenance sprawl,analysis/compiler/ast
analysis/check/exportmanifest/callback_protocol.go,""callbackProtocolSlotFromSegments, callbackProtocolMemberName"",duplicate vocabulary,analysis/domain/path/segment
analysis/check/exportmanifest/callback_protocol.go,""callbackProtocolDirectStores, callbackProtocolObjectStores"",parallel routes,analysis/check/exportmanifest
analysis/check/exportmanifest/callback_protocol.go,""callbackProtocolCallSlot"",hardcoded semantic cases,analysis/lua/semantics",143,8571,
analysis/check/exportmanifest/export.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/exportmanifest/export.go,""mergeManifestMemberType, mergeField, mergeStaticMember"",overloaded helpers,analysis/type/typ
analysis/check/exportmanifest/export.go,""mergeRecordMembers, mergeFields, mergeStaticMembers"",parallel routes,analysis/type/table
analysis/check/exportmanifest/export.go,exportType,proof propagation split across layers,analysis/check/fixpoint/program
analysis/check/exportmanifest/export.go,hasRecordMembers,hardcoded semantic cases,analysis/type/typ",133,7898,
analysis/check/exportmanifest/source_type.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/exportmanifest/source_type.go,""sourceType, exprType"",parallel routes,analysis/check/body
analysis/check/exportmanifest/source_type.go,""exprType, exportValueType"",overloaded helpers,analysis/check/internal/readmodel
analysis/check/exportmanifest/source_type.go,""functionExpressionType, exportImplicitSelfType"",proof propagation split,analysis/lua/typeresolve
analysis/check/exportmanifest/source_type.go,""sourceType, exprType"",duplicate vocabulary,analysis/check/body",137,8465,
analysis/check/exportmanifest/function_signatures_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/exportmanifest/function_signatures_test.go,""hasErrorReturn, hasNormalReturnAbsentRefinement, hasOwnershipSendParam, hasMutationTableMutator, hasOwnershipStoreUnknown, hasOwnershipStoreExact, hasOwnershipRetain, hasOwnershipBorrow, hasOwnershipExport, hasOwnershipOpaque, hasOwnershipFreeze"",duplicate vocabulary,analysis/domain/effect
analysis/check/exportmanifest/function_signatures_test.go,""functionSummaryOperationalEffects, analyzedExportEffectRow, functionSummaryEffect"",proof propagation split across layers,analysis/check/fixpoint/summary",136,8822,
analysis/check/exportmanifest/type_defs.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/exportmanifest/type_defs.go,""publishTypeDefinitions, cfgfacts.TypeDefinitionAlias, cfgfacts.TypeDefinitionInterface"",parallel routes,typeresolve
analysis/check/exportmanifest/type_defs.go,publishTypeDefinitions,hardcoded semantic cases,typeresolve
analysis/check/exportmanifest/type_defs.go,publishTypeDefinitions,proof propagation split across layers,body",103,3295,
analysis/check/fixpoint/program/call_context_entry_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/call_context_entry_test.go,testIdentityValue,duplicate vocabulary,analysis/domain/value/axis/identity
analysis/check/fixpoint/program/call_context_entry_test.go,seedEntryHeapObjectsForValue,proof propagation split,analysis/check/fixpoint/program
analysis/check/fixpoint/program/call_context_entry_test.go,applyParamSeeds,proof propagation split,analysis/check/fixpoint/program",125,3861,
analysis/check/fixpoint/program/call_context_entry.go,true,YES,"file,symbols,debt_kind,suggested_canonical_owner
analysis/check/fixpoint/program/call_context_entry.go,""seedEntryHeapObject, seedEntryHeapObjectValue"",parallel_routes,product.Value
analysis/check/fixpoint/program/call_context_entry.go,""seedEntryHeapObject, seedEntryHeapObjectValue"",duplicate_vocabulary,product.Value
analysis/check/fixpoint/program/call_context_entry.go,""seedEntryHeapObject, seedEntryHeapObjectValue"",proof_propagation_split,state.State",135,4711,
analysis/check/exportmanifest/object_type.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/exportmanifest/object_type.go,""objectEntriesType, objectLiteralType, objectLiteralExprType"",parallel routes,analysis/lua/pathexpr
analysis/check/exportmanifest/object_type.go,""ordinaryAssignmentRHSMemberType, ordinaryAssignmentRHSExpr, ordinaryAssignmentRHSValue"",overloaded helpers,analysis/check/body
analysis/check/exportmanifest/object_type.go,""pathRecordContractType, pathSymbolRecordContractType, tableShapeRecordContract"",duplicate vocabulary,analysis/type/typ
analysis/check/exportmanifest/object_type.go,""reachesPoint"",performance waste,analysis/ir/cfg
analysis/check/exportmanifest/object_type.go,""objectMemberMaps, objectMember, sortedFields, sortedStaticMembers"",maintenance sprawl,analysis/type/table",193,11115,
analysis/check/exportmanifest/provided_globals.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/exportmanifest/provided_globals.go,""allFunctionResults, newProvidedGlobalForwarding, exportedFunctionParamSymbols"",performance waste,analysis/check/body
analysis/check/exportmanifest/provided_globals.go,""localCalleeAndArgs, providerGlobalsForCall, isBareGlobalCall"",parallel routes,analysis/check/lua/semantics
analysis/check/exportmanifest/provided_globals.go,""singleFieldName, signatureNameBelongsToManifest"",duplicate vocabulary,analysis/domain/path/segment
analysis/check/exportmanifest/provided_globals.go,""parameterSlotCanBeCallback, exportedFunctions, functionDescendsFromExport"",proof propagation split,analysis/check/body
analysis/check/exportmanifest/provided_globals.go,""collectProvidedGlobals, collect, propagateCallbackParams"",maintenance sprawl,analysis/check/exportmanifest",196,11157,
analysis/check/fixpoint/program/error_return_integration_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/error_return_integration_test.go,""runChunk, parseChunk, localSymbolAt, firstBranchPoint, branchSuccessor, stateAt, assertSymbolPresence"",maintenance sprawl,analysis/check/fixpoint/program",70,9423,
analysis/check/exportmanifest/function_signatures.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/exportmanifest/function_signatures.go,""functionSummary, functionExpressionSignature, functionSignatureType"",parallel routes,analysis/check/fixpoint/summary
analysis/check/exportmanifest/function_signatures.go,""operationalNormalReturnPresenceRefinements, operationalNormalReturnTypeRefinements, operationalNormalReturnFactPresenceRefinements, operationalNormalReturnFactTypeRefinements"",duplicate vocabulary,analysis/check/engine/callboundary
analysis/check/exportmanifest/function_signatures.go,""operationalEscapeKind, operationalDynamicIndexAdmission, operationalReturnPresenceRelations"",hardcoded semantic cases,analysis/check/engine/callboundary
analysis/check/exportmanifest/function_signatures.go,""functionSummaryEffect, functionSummaryOperationalEffects, functionSummaryEffectForArity, functionSummaryOperationalEffectsForArity"",overloaded helpers,analysis/check/engine/callboundary
analysis/check/exportmanifest/function_signatures.go,""operationalArityFacts, operationalNormalReturnPresenceRefinements, operationalNormalReturnTypeRefinements"",proof propagation split across layers,analysis/check/engine/callboundary",247,19430,
analysis/check/fixpoint/program/context_index.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/context_index.go,""upsertCallContext, upsertFunctionExpressionContext"",parallel routes,programKeys
analysis/check/fixpoint/program/context_index.go,""mergeContextForKey, replaceContextForKey, mergeContextEntry"",overloaded helpers,contextIndex
analysis/check/fixpoint/program/context_index.go,""upsertCallContext, upsertFunctionExpressionContext"",maintenance sprawl,programKeys
analysis/check/fixpoint/program/context_index.go,""canonicalContextOwner"",hardcoded semantic cases,summary
analysis/check/fixpoint/program/context_index.go,""contextIndex.entries, contextIndex.byKey"",proof propagation split across layers,contextIndex",173,12996,
analysis/check/fixpoint/program/functiontarget_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/functiontarget_test.go,""collectFunctionPathTargets,ast.CastExpr,ast.NonNilAssertExpr"",hardcoded semantic cases,analysis/check/fixpoint/program
analysis/check/fixpoint/program/functiontarget_test.go,""mustCollectLocalSymbol,bind.BindChunk"",proof propagation split across layers,analysis/lua/bind",99,9703,
analysis/check/fixpoint/program/call_context_refresh.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/call_context_refresh.go,""refreshExistingCallContextEntryKeyAt, applyCapturedClosureEntryState, applyCallArgumentParamEntryState"",overloaded helpers (semantic logic split across disparate state-application helpers),analysis/check/fixpoint/summary
analysis/check/fixpoint/program/call_context_refresh.go,""refreshExistingCallContextEntryKeyAt, keys.functionTypes[baseKey], instantiateSignatureTypeForContext"",proof propagation split across layers (contextual instantiation mixed with entry state application),analysis/check/fixpoint/summary
analysis/check/fixpoint/program/call_context_refresh.go,""refreshExistingCallContextEntryKeyAt, prepassCallSummaryKey, captureValueReaderAt"",hardcoded semantic cases (manual orchestration of specific entry types),analysis/check/fixpoint/summary",195,13604,
analysis/check/fixpoint/program/closed_dynamic_invariants.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/closed_dynamic_invariants.go,""symbolRootPath, symbolRootPathFromKey, symbolRootPathFromStateKey, symbolRootKey, symbolRootStateKey"",duplicate vocabulary,pathdom.Path / keyspace.KeySpace
analysis/check/fixpoint/program/closed_dynamic_invariants.go,""dynamicWriteKeyPath, dynamicWriteValuePath, dynamicWriteSourceExpressionPath"",overloaded helpers,factflow.DynamicIndexWrite
analysis/check/fixpoint/program/closed_dynamic_invariants.go,""containerHasFreshEmptyTable, rootHasFreshEmptyTable"",hardcoded semantic cases,body.Result / heapidentity
analysis/check/fixpoint/program/closed_dynamic_invariants.go,""candidateContainerPath, symbolRootPathFromStateKey"",parallel routes,pathaddr.StateKey / pathdom.Path",202,14016,
analysis/check/fixpoint/program/context_index_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/context_index_test.go,""upsertCallContext, upsertFunctionExpressionContext"",parallel routes,program.programKeys
analysis/check/fixpoint/program/context_index_test.go,""callContextRef, functionExpressionRef"",duplicate vocabulary,program.contextIndex
analysis/check/fixpoint/program/context_index_test.go,""upsertCallContext, upsertFunctionExpressionContext"",overloaded helpers,program.programKeys
analysis/check/fixpoint/program/context_index_test.go,""keys.contexts.Len, keys.contexts.Entries"",proof propagation split across layers,program.contextIndex",160,12311,
analysis/check/fixpoint/program/callback_phase_context.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/callback_phase_context.go,""callbackPhaseRules, callbackPhaseRulesFromConfig, callbackPhaseRuleFunctionNames"",duplicate vocabulary,analysis/module/manifest
analysis/check/fixpoint/program/callback_phase_context.go,""callbackPhaseFunctionArg, callbackSymbol"",overloaded helpers,analysis/check/fixpoint/program/internal/factflow_utils
analysis/check/fixpoint/program/callback_phase_context.go,""applyBeforePhases, applyPersistentPathWritesToEntry"",proof propagation split across layers,analysis/engine/state
analysis/check/fixpoint/program/callback_phase_context.go,""callbackPhaseRuleFunctionNames"",hardcoded semantic cases,analysis/module/manifest
analysis/check/fixpoint/program/callback_phase_context.go,""registrations, invocations"",parallel routes,analysis/check/fixpoint/program/internal/callback_registry",217,14321,
analysis/check/fixpoint/program/internal/projectsummary/normal_return_project_lanes_test.go,true,YES,none,4,782,
analysis/check/fixpoint/program/definition_capture_entry.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/definition_capture_entry.go,""definitionEntryPoint, definitionEntryPointCandidate"",hardcoded semantic cases,analysis/check/body
analysis/check/fixpoint/program/definition_capture_entry.go,""applyDefinitionCaptureEntryStatesFromResult, applyEscapedClosureEntryStatesFromResult"",parallel routes,analysis/check/fixpoint/program
analysis/check/fixpoint/program/definition_capture_entry.go,""rebaseCapturedPathKey, applyCapturedUpvaluePathEntryState"",proof propagation split across layers,analysis/domain/path
analysis/check/fixpoint/program/definition_capture_entry.go,""returnSourceContainsFunction, functionEscapesAtReturnPoint"",overloaded helpers,analysis/check/body",175,13255,
analysis/check/fixpoint/program/definition_capture_entry_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/definition_capture_entry_test.go,""findMaterializedFunctionResult, findMaterializedFunctionResultOrNil"",duplicate vocabulary,analysis/check/fixpoint/program
analysis/check/fixpoint/program/definition_capture_entry_test.go,""capturedFunctionForTest, findLocalFunctionByName, keyedFunctionEntryForTest"",maintenance sprawl,analysis/check/fixpoint/program
analysis/check/fixpoint/program/definition_capture_entry_test.go,""parseChunk, solvePrepared, prepareBoundChunkBodies"",parallel routes,analysis/check/fixpoint/program
analysis/check/fixpoint/program/definition_capture_entry_test.go,""findNestedLocalByName, findFunctionForPath"",maintenance sprawl,analysis/check/fixpoint/program",189,13410,
analysis/check/fixpoint/program/internal/callresult/summary_index.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/internal/callresult/summary_index.go,""SummaryIndexConfig, SummaryIndexBaseConfig"",duplicate vocabulary,callresult
analysis/check/fixpoint/program/internal/callresult/summary_index.go,""NewSummaryIndex, NewSummaryIndexBase, summaryIndexFromProviderConfig"",maintenance sprawl,callresult
analysis/check/fixpoint/program/internal/callresult/summary_index.go,""SummaryIndexBase, SummaryIndex"",parallel routes,callresult",123,3873,
analysis/check/fixpoint/program/internal/memberaccess/memberaccess.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/internal/memberaccess/memberaccess.go,""Valid, Callable, Paths"",parallel routes,analysis/lua/typecall
analysis/check/fixpoint/program/internal/memberaccess/memberaccess.go,""Valid, Callable, Paths"",duplicate vocabulary,analysis/domain/path/segment
analysis/check/fixpoint/program/internal/memberaccess/memberaccess.go,""Valid, Callable, Paths"",hardcoded semantic cases,analysis/lua/typecall",122,4186,
analysis/check/fixpoint/program/internal/callresult/provider.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/internal/callresult/provider.go,covariantExposureKind,parallel routes,analysis/engine/transfer
analysis/check/fixpoint/program/internal/callresult/provider.go,OutcomeProvider,overloaded helpers,analysis/check/fixpoint/program/internal/callresult
analysis/check/fixpoint/program/internal/callresult/provider.go,materializeReturnRootTypesFromFacts,proof propagation split across layers,analysis/domain/value/refinement
analysis/check/fixpoint/program/internal/callresult/provider.go,specializeGenericSummary,hardcoded semantic cases,analysis/lua/typecall
analysis/check/fixpoint/program/internal/callresult/provider.go,writeNestedHeapObjectStaticMember,maintenance sprawl,analysis/engine/state/heapidentity",197,12898,
analysis/check/fixpoint/program/internal/projectsummary/boundary_path_projector_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/internal/projectsummary/boundary_path_projector_test.go,""stateKeyForPath, versionedPath"",duplicate vocabulary,analysis/domain/path
analysis/check/fixpoint/program/internal/projectsummary/boundary_path_projector_test.go,projector.StatePath,overloaded helper,analysis/check/fixpoint/program/internal/projectsummary",106,3940,
analysis/check/fixpoint/program/internal/callresult/provider_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/internal/callresult/provider_test.go,""OutcomeProvider, ProviderConfig, ByCalleeIdentity"",overloaded helpers,analysis/engine/calloutcome
analysis/check/fixpoint/program/internal/callresult/provider_test.go,""joinInstantiatedReturnValue, joinInstantiatedReturnValue"",hardcoded semantic cases,analysis/engine/calloutcome
analysis/check/fixpoint/program/internal/callresult/provider_test.go,""TestOutcomeProviderMapsNormalReturnFacts"",proof propagation split across layers,analysis/engine/calloutcome
analysis/check/fixpoint/program/internal/callresult/provider_test.go,""providerResultGeneric, providerProfileType, providerNestedTableType"",duplicate vocabulary,analysis/test/value/standard
analysis/check/fixpoint/program/internal/callresult/provider_test.go,""assertCallOutcomeResultType, assertCallOutcomeResults, assertValue"",maintenance sprawl,analysis/test/value/standard",228,15042,
analysis/check/fixpoint/program/internal/memberaccess/memberaccess_test.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/internal/memberaccess/memberaccess_test.go,""Valid, Paths, Callable"",parallel routes,analysis/check/fixpoint/program/internal/memberaccess
analysis/check/fixpoint/program/internal/memberaccess/memberaccess_test.go,""segment.SegmentField, segment.SegmentIndexString, segment.SegmentIndexInt"",hardcoded semantic cases,analysis/domain/path/segment
analysis/check/fixpoint/program/internal/memberaccess/memberaccess_test.go,""assertPaths, assertCallable"",maintenance sprawl,analysis/check/fixpoint/program/internal/memberaccess",153,6426,
analysis/check/fixpoint/program/internal/projectsummary/member_stability_cache_test.go,true,YES,"file,symbols,debt_kind,suggested_canonical_owner
member_stability_cache_test.go,stabilityCacheResult,overloaded_helper,analysis/engine/state
member_stability_cache_test.go,stabilityCacheResult.Call,hardcoded_semantic_cases,analysis/lua/semantics
member_stability_cache_test.go,stabilityCacheResult.Registry,parallel_route,analysis/domain/value/axis
member_stability_cache_test.go,stabilityCacheResult.KeySpace,parallel_route,analysis/domain/path/keyspace
member_stability_cache_test.go,stabilityCacheResult.ParameterValueSlots,parallel_route,analysis/domain/state/key",159,8178,
analysis/check/fixpoint/program/internal/projectsummary/boundary_path_projector.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/internal/projectsummary/boundary_path_projector.go,""PlaceholderPath, KeyspacePlaceholderPath, statePathFromKey"",""parallel routes"",""path.Path (rebasing logic)""
analysis/check/fixpoint/program/internal/projectsummary/boundary_path_projector.go,""PlaceholderPath, KeyspacePlaceholderPath, statePathFromKey"",""duplicate vocabulary"",""path.Path (placeholder validation)""
analysis/check/fixpoint/program/internal/projectsummary/boundary_path_projector.go,""statePathFromKey, localStatePath"",""overloaded helpers"",""boundaryPathProjector (mapping logic)""
analysis/check/fixpoint/program/internal/projectsummary/boundary_path_projector.go,""PlaceholderPath, KeyspacePlaceholderPath, statePathFromKey"",""hardcoded semantic cases"",""path.Path (index/empty/symbol validation)""",207,10177,
analysis/check/fixpoint/program/internal/projectsummary/project_normal_return_equalities.go,true,YES,"file,symbols,debt_kind,suggested_canonical_owner
analysis/check/fixpoint/program/internal/projectsummary/project_normal_return_equalities.go,""normalReturnParamEquality, normalReturnParamIndex"",""hardcoded semantic cases"",""branchcond""
analysis/check/fixpoint/program/internal/projectsummary/project_normal_return_equalities.go,""projectNormalReturnParamEqualities"",""proof propagation split across layers"",""projectsummary""",118,7425,
analysis/check/fixpoint/program/internal/projectsummary/project.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/internal/projectsummary/project.go,""ResultReader, entryStateReader, parameterValueSlotReader, ..."",overloaded helpers,analysis/check/fixpoint/program/internal/projectsummary
analysis/check/fixpoint/program/internal/projectsummary/project.go,""FromResult, noNormalExitSummary"",parallel routes,analysis/check/fixpoint/program/internal/projectsummary
analysis/check/fixpoint/program/internal/projectsummary/project.go,""projectParamObligations, projectParamMemberCallObligations, ..."",proof propagation split across layers,analysis/check/fixpoint/program/internal/projectsummary",158,8604,
analysis/check/fixpoint/program/internal/projectsummary/project_normal_reachability.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/internal/projectsummary/project_normal_reachability.go,""normalReturnReachability.canCompleteNormally"",""overloaded helper (mixed graph traversal and semantic state validation)"",""cfg.Graph or state.Domain""
analysis/check/fixpoint/program/internal/projectsummary/project_normal_reachability.go,""newNormalReturnReachability"",""hardcoded semantic cases (type assertion logic for noNormalReturnReader)"",""projectsummary.ResultReader""
analysis/check/fixpoint/program/internal/projectsummary/project_normal_reachability.go,""canCompleteNormally"",""proof propagation split (memoization/visiting logic mixed with domain-specific state checks)"",""analysis/engine/state""",172,8708,
analysis/check/fixpoint/program/internal/projectsummary/project_normal_return_conditions.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/internal/projectsummary/project_normal_return_conditions.go,""normalReturnBranchCondition, normalReturnBranchConditionWithReachability"",parallel routes,analysis/check/fixpoint/program/internal/projectsummary
analysis/check/fixpoint/program/internal/projectsummary/project_normal_return_conditions.go,""normalReturnParamCondition"",hardcoded semantic cases,analysis/check/fixpoint/program/internal/projectsummary
analysis/check/fixpoint/program/internal/projectsummary/project_normal_return_conditions.go,""meetParamCondition"",overloaded helper,analysis/check/fixpoint/program/internal/projectsummary
analysis/check/fixpoint/program/internal/projectsummary/project_normal_return_conditions.go,""normalReturnParamIndex"",duplicate vocabulary,analysis/check/fixpoint/program/internal/projectsummary",208,10067,
analysis/check/fixpoint/program/internal/projectsummary/normal_return_project_lanes.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/internal/projectsummary/normal_return_project_lanes.go,""projectNormalReturnPathInvalidations, projectNormalReturnFrozenTables, projectNormalReturnEffectDeltas"",parallel routes,analysis/engine/state/effectdelta
analysis/check/fixpoint/program/internal/projectsummary/normal_return_project_lanes.go,""projectNormalReturnDynamicIndexFacts, projectNormalReturnDynamicValueKeys, projectNormalReturnDynamicAllValues"",duplicate vocabulary,analysis/engine/dynamicindex
analysis/check/fixpoint/program/internal/projectsummary/normal_return_project_lanes.go,""projectNormalReturnPathInvalidations, projectNormalReturnFrozenTables, projectNormalReturnEffectDeltas"",hardcoded semantic cases,analysis/engine/state/effectdelta
analysis/check/fixpoint/program/internal/projectsummary/normal_return_project_lanes.go,""projectNormalReturnPathInvalidations, projectNormalReturnDynamicIndexFacts, projectNormalReturnDynamicValueKeys"",proof propagation split across layers,analysis/engine/state
analysis/check/fixpoint/program/internal/projectsummary/normal_return_project_lanes.go,normalReturnProjectLanes,maintenance sprawl,analysis/check/fixpoint/program/internal/projectsummary",294,11621,
analysis/check/fixpoint/program/internal/projectsummary/project_normal_return_params.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/internal/projectsummary/project_normal_return_params.go,""projectNormalReturnParams, normalReturnParamConstraint"",overloaded helpers,analysis/engine/state
analysis/check/fixpoint/program/internal/projectsummary/project_normal_return_params.go,normalReturnParamConstraint,hardcoded semantic cases,analysis/domain/value/product
analysis/check/fixpoint/program/internal/projectsummary/project_normal_return_params.go,normalReturnHasMultiPathChoice,proof propagation split across layers,analysis/engine/state
analysis/check/fixpoint/program/internal/projectsummary/project_normal_return_params.go,parameterValuePaths,duplicate vocabulary,analysis/domain/path",180,8660,
analysis/check/fixpoint/program/internal/projectsummary/project_return_condition_refinements.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/internal/projectsummary/project_return_condition_refinements.go,returnConditionSource,hardcoded semantic cases,factflow
analysis/check/fixpoint/program/internal/projectsummary/project_return_condition_refinements.go,paramPlaceholderPath,proof propagation split across layers,path
analysis/check/fixpoint/program/internal/projectsummary/project_return_condition_refinements.go,projectReturnConditionParamRefinements,overloaded helpers,projectsummary",131,5714,
analysis/check/fixpoint/program/materialization_context_queue_test.go,true,YES,none,4,498,
analysis/check/fixpoint/program/internal/projectsummary/project_return_presence_relations.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/internal/projectsummary/project_return_presence_relations.go,""projectExistingReturnPresenceRelations, projectSolvedReturnPresenceRelations"",parallel routes,projectsummary
analysis/check/fixpoint/program/internal/projectsummary/project_return_presence_relations.go,""projectedReturnPresenceArity, projectedReturnPresencePointFor"",proof propagation split,projectsummary
analysis/check/fixpoint/program/internal/projectsummary/project_return_presence_relations.go,""returnPresenceRelationConflicts, filterConflictingSolvedReturnPresenceRelations"",duplicate vocabulary,summary",145,5005,
analysis/check/fixpoint/program/internal/projectsummary/project_param_sink_exposures.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/internal/projectsummary/project_param_sink_exposures.go,""projectParamSinkExposures, sinkExposureContract"",overloaded helpers,analysis/engine/state
analysis/check/fixpoint/program/internal/projectsummary/project_param_sink_exposures.go,""symbolKindReader, functionCaptureReader, covariantExposureReader, entryStateReader"",proof propagation split across layers,analysis/check/fixpoint/summary
analysis/check/fixpoint/program/internal/projectsummary/project_param_sink_exposures.go,""persistentSinkSymbol"",hardcoded semantic cases,analysis/symbol
analysis/check/fixpoint/program/internal/projectsummary/project_param_sink_exposures.go,""sinkExposureContract"",parallel routes,analysis/engine/factflow",197,9139,
analysis/check/fixpoint/program/internal/projectsummary/project_return_slots.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/internal/projectsummary/project_return_slots.go,""enrichReturnSlotFromHeapIdentity, returnSlotOmittedOnReachableReturn"",hardcoded semantic cases,analysis/engine/state
analysis/check/fixpoint/program/internal/projectsummary/project_return_slots.go,""joinOmittedReturnValue, joinDeclaredReturnValueIfUseful"",overloaded helpers,analysis/domain/value/product
analysis/check/fixpoint/program/internal/projectsummary/project_return_slots.go,""projectReturnSlots"",proof propagation split across layers,analysis/check/fixpoint/program/internal/projectsummary",154,6263,
analysis/check/fixpoint/program/internal/projectsummary/project_return_condition_slots.go,true,YES,"file,symbols,debt kind,suggested canonical owner
analysis/check/fixpoint/program/internal/projectsummary/project_return_condition_slots.go,definiteLuaTruthiness,overloaded helper,analysis/domain/value/refinement
analysis/check/fixpoint/program/internal/projectsummary/project_return_condition_slots.go,projectReturnConditionSlotRefinementsFor,parallel routes,analysis/check/fixpoint/program/internal/projectsummary/return_slot_projection.go
analysis/check/fixpoint/program/internal/projectsummary/project_return_condition_slots.go,projectReturnConditionSlotRefinements,maintenance sprawl,analysis/check/fixpoint/program/internal/projectsummary/project_summary.go",169,6715,
